iter	Logloss
0	0.6429433889
1	0.5915949198
2	0.5459525998
3	0.5081784826
4	0.4776735507
5	0.4601877521
6	0.4319594538
7	0.4167752334
8	0.3983366555
9	0.3861302962
10	0.3659377668
11	0.3547050255
12	0.3426001713
13	0.3281145841
14	0.3105038317
15	0.3034500239
16	0.2881434879
17	0.2745653656
18	0.2694696718
19	0.2593836742
20	0.2501482289
21	0.2419436118
22	0.2376565894
23	0.2350083469
24	0.2270067467
25	0.2184269753
26	0.2133188351
27	0.2113233616
28	0.2061328862
29	0.1987085682
30	0.1958973868
31	0.1911038483
32	0.1863625162
33	0.1832345859
34	0.1801812126
35	0.1767454205
36	0.1743241543
37	0.1721834513
38	0.169631796
39	0.1662876265
40	0.1631341808
41	0.1599258445
42	0.1566209436
43	0.1524908819
44	0.1473672667
45	0.1458452821
46	0.1435984685
47	0.1395511821
48	0.1388094013
49	0.136867542
50	0.1344438467
51	0.133577356
52	0.132346512
53	0.1310477264
54	0.1294539214
55	0.1273716341
56	0.1263864386
57	0.1251413187
58	0.1238418197
59	0.122595681
60	0.1217798211
61	0.1205461644
62	0.1191890322
63	0.1175064532
64	0.1162061076
65	0.1155465859
66	0.1147797921
67	0.1134642511
68	0.1110371931
69	0.1095946224
70	0.1079919655
71	0.1070801748
72	0.1058590878
73	0.1041873388
74	0.1030622889
75	0.1024614067
76	0.1014183479
77	0.100054706
78	0.09913715923
79	0.0979155593
80	0.09673254142
81	0.09601398771
82	0.09535261562
83	0.09444973751
84	0.093890612
85	0.09207500396
86	0.09040968365
87	0.08943867527
88	0.08890760494
89	0.08758737976
90	0.08652678222
91	0.08541200528
92	0.08476952147
93	0.08436313926
94	0.08352797931
95	0.0828072531
96	0.08238096221
97	0.08156125471
98	0.08088001346
99	0.08021891369
100	0.07960267251
101	0.07916708458
102	0.07879666938
103	0.07777357583
104	0.07707849865
105	0.07606062118
106	0.07572355488
107	0.0752052561
108	0.07470721614
109	0.07427857795
110	0.07396021032
111	0.0737321278
112	0.07314547049
113	0.07247188567
114	0.07152351461
115	0.07098872497
116	0.07065479714
117	0.07046975742
118	0.07022027916
119	0.0700079749
120	0.06948425505
121	0.06911539301
122	0.06870731443
123	0.0684199173
124	0.06798690921
125	0.067110177
126	0.06635840174
127	0.06574187408
128	0.06551648595
129	0.06518264821
130	0.06472779835
131	0.06440104507
132	0.06417605836
133	0.06355302708
134	0.0633127018
135	0.06302372176
136	0.06265623551
137	0.0624913964
138	0.06223671569
139	0.06176098415
140	0.06153458317
141	0.06100111127
142	0.06084355202
143	0.06072325682
144	0.06053626714
145	0.06027449184
146	0.06001192619
147	0.05925175331
148	0.05895376278
149	0.05864255065
150	0.05832079265
151	0.05822073945
152	0.0578661813
153	0.0577769237
154	0.05754599945
155	0.05731338186
156	0.0568420645
157	0.05659759481
158	0.05642342625
159	0.05637420307
160	0.0561817521
161	0.05557248178
162	0.05545850505
163	0.05521091652
164	0.05463779445
165	0.05436436694
166	0.0540349888
167	0.05388286925
168	0.05367846136
169	0.05356034686
170	0.05334737543
171	0.05323564159
172	0.05288430765
173	0.05252533463
174	0.05243953788
175	0.05191482859
176	0.05175503545
177	0.05165752559
178	0.05150365284
179	0.05135372252
180	0.05130929024
181	0.05096650853
182	0.05069306883
183	0.05060730485
184	0.05042131885
185	0.05030574272
186	0.0502202703
187	0.05007644038
188	0.04992983764
189	0.04974655947
190	0.04969639364
191	0.04954537492
192	0.04943282676
193	0.04929908733
194	0.04914276488
195	0.0487479675
196	0.04866561781
197	0.04847733311
198	0.0484292579
199	0.0483139554
200	0.04820752017
201	0.0479443067
202	0.04775790286
203	0.04739974286
204	0.04723767291
205	0.04706442933
206	0.04692508472
207	0.04679881166
208	0.04670007241
209	0.04647782573
210	0.04630266681
211	0.04608752625
212	0.04595936246
213	0.04587589086
214	0.04577133536
215	0.045584092
216	0.04542651957
217	0.04531207672
218	0.04526500082
219	0.04520565121
220	0.04513653368
221	0.04491760782
222	0.04481666981
223	0.04467418803
224	0.04458370566
225	0.04442396017
226	0.0443276774
227	0.04425260486
228	0.04413129954
229	0.04394565268
230	0.04376442528
231	0.04365350848
232	0.04357035535
233	0.04344676417
234	0.04337149595
235	0.04321888134
236	0.04316858526
237	0.04306901114
238	0.04281273919
239	0.04276523786
240	0.04253989626
241	0.04249829477
242	0.04236404868
243	0.04227993086
244	0.04222908951
245	0.04207332268
246	0.0419224651
247	0.04184125079
248	0.04171447521
249	0.04168781293
250	0.04162116168
251	0.04152118378
252	0.04140242568
253	0.04132752673
254	0.04128532164
255	0.04125144987
256	0.04091477117
257	0.04073044781
258	0.04058599013
259	0.04052760014
260	0.04037377085
261	0.04029014521
262	0.04018664733
263	0.04007146851
264	0.03991711238
265	0.03985591696
266	0.03981657678
267	0.03976353414
268	0.03968790699
269	0.03964835852
270	0.03960805106
271	0.03947500729
272	0.03938477205
273	0.03931692344
274	0.03922142056
275	0.03918190504
276	0.03901611914
277	0.03887282198
278	0.03883173355
279	0.03873613408
280	0.03866153864
281	0.03859151252
282	0.03856890492
283	0.03847073299
284	0.03841756491
285	0.03832240768
286	0.03825258123
287	0.03816200932
288	0.03800063293
289	0.03788757388
290	0.03784437906
291	0.03772823977
292	0.03759373264
293	0.03749277767
294	0.03742704119
295	0.0373667187
296	0.03731997843
297	0.03729872244
298	0.03718765408
299	0.03715752232
